MTU (UTC),DateTime,Generation - Solar [MW] Day Ahead/ BZN|EE,Generation - Solar [MW] Intraday / BZN|EE,Generation - Solar [MW] Current / BZN|EE,Generation - Wind Offshore [MW] Day Ahead/ BZN|EE,Generation - Wind Offshore [MW] Intraday / BZN|EE,Generation - Wind Offshore [MW] Current / BZN|EE,Generation - Wind Onshore [MW] Day Ahead/ BZN|EE,Generation - Wind Onshore [MW] Intraday / BZN|EE,Generation - Wind Onshore [MW] Current / BZN|EE
03.08.2023 14:00 - 03.08.2023 15:00,03.08.2023 14:00,51,n/e,n/e,n/e,n/e,n/e,101,n/e,n/e
03.08.2023 15:00 - 03.08.2023 16:00,03.08.2023 15:00,33,n/e,n/e,n/e,n/e,n/e,101,n/e,n/e
03.08.2023 16:00 - 03.08.2023 17:00,03.08.2023 16:00,15,n/e,n/e,n/e,n/e,n/e,105,n/e,n/e
03.08.2023 17:00 - 03.08.2023 18:00,03.08.2023 17:00,4,n/e,n/e,n/e,n/e,n/e,105,n/e,n/e
03.08.2023 18:00 - 03.08.2023 19:00,03.08.2023 18:00,1,n/e,n/e,n/e,n/e,n/e,103,n/e,n/e
03.08.2023 19:00 - 03.08.2023 20:00,03.08.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,103,n/e,n/e
03.08.2023 20:00 - 03.08.2023 21:00,03.08.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,102,n/e,n/e
03.08.2023 21:00 - 03.08.2023 22:00,03.08.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,101,n/e,n/e
03.08.2023 22:00 - 03.08.2023 23:00,03.08.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,111,n/e,n/e
03.08.2023 23:00 - 04.08.2023 00:00,03.08.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,113,n/e,n/e
04.08.2023 00:00 - 04.08.2023 01:00,04.08.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,116,n/e,n/e
04.08.2023 01:00 - 04.08.2023 02:00,04.08.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,120,n/e,n/e
04.08.2023 02:00 - 04.08.2023 03:00,04.08.2023 02:00,1,n/e,n/e,n/e,n/e,n/e,125,n/e,n/e
04.08.2023 03:00 - 04.08.2023 04:00,04.08.2023 03:00,10,n/e,n/e,n/e,n/e,n/e,138,n/e,n/e
04.08.2023 04:00 - 04.08.2023 05:00,04.08.2023 04:00,32,n/e,n/e,n/e,n/e,n/e,147,n/e,n/e
04.08.2023 05:00 - 04.08.2023 06:00,04.08.2023 05:00,68,n/e,n/e,n/e,n/e,n/e,159,n/e,n/e
04.08.2023 06:00 - 04.08.2023 07:00,04.08.2023 06:00,111,n/e,n/e,n/e,n/e,n/e,169,n/e,n/e
04.08.2023 07:00 - 04.08.2023 08:00,04.08.2023 07:00,151,n/e,n/e,n/e,n/e,n/e,169,n/e,n/e
04.08.2023 08:00 - 04.08.2023 09:00,04.08.2023 08:00,171,n/e,n/e,n/e,n/e,n/e,185,n/e,n/e
04.08.2023 09:00 - 04.08.2023 10:00,04.08.2023 09:00,188,n/e,n/e,n/e,n/e,n/e,182,n/e,n/e
04.08.2023 10:00 - 04.08.2023 11:00,04.08.2023 10:00,190,n/e,n/e,n/e,n/e,n/e,184,n/e,n/e
04.08.2023 11:00 - 04.08.2023 12:00,04.08.2023 11:00,197,n/e,n/e,n/e,n/e,n/e,184,n/e,n/e
04.08.2023 12:00 - 04.08.2023 13:00,04.08.2023 12:00,187,n/e,n/e,n/e,n/e,n/e,184,n/e,n/e
04.08.2023 13:00 - 04.08.2023 14:00,04.08.2023 13:00,166,n/e,n/e,n/e,n/e,n/e,182,n/e,n/e
04.08.2023 14:00 - 04.08.2023 15:00,04.08.2023 14:00,128,n/e,n/e,n/e,n/e,n/e,188,n/e,n/e
04.08.2023 15:00 - 04.08.2023 16:00,04.08.2023 15:00,77,n/e,n/e,n/e,n/e,n/e,180,n/e,n/e
04.08.2023 16:00 - 04.08.2023 17:00,04.08.2023 16:00,32,n/e,n/e,n/e,n/e,n/e,168,n/e,n/e
04.08.2023 17:00 - 04.08.2023 18:00,04.08.2023 17:00,10,n/e,n/e,n/e,n/e,n/e,158,n/e,n/e
04.08.2023 18:00 - 04.08.2023 19:00,04.08.2023 18:00,0,n/e,n/e,n/e,n/e,n/e,150,n/e,n/e
04.08.2023 19:00 - 04.08.2023 20:00,04.08.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,159,n/e,n/e
04.08.2023 20:00 - 04.08.2023 21:00,04.08.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,153,n/e,n/e
04.08.2023 21:00 - 04.08.2023 22:00,04.08.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,142,n/e,n/e
04.08.2023 22:00 - 04.08.2023 23:00,04.08.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,107,n/e,n/e
04.08.2023 23:00 - 05.08.2023 00:00,04.08.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,97,n/e,n/e
05.08.2023 00:00 - 05.08.2023 01:00,05.08.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,88,n/e,n/e
05.08.2023 01:00 - 05.08.2023 02:00,05.08.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,82,n/e,n/e
05.08.2023 02:00 - 05.08.2023 03:00,05.08.2023 02:00,1,n/e,n/e,n/e,n/e,n/e,71,n/e,n/e
05.08.2023 03:00 - 05.08.2023 04:00,05.08.2023 03:00,12,n/e,n/e,n/e,n/e,n/e,60,n/e,n/e
05.08.2023 04:00 - 05.08.2023 05:00,05.08.2023 04:00,37,n/e,n/e,n/e,n/e,n/e,53,n/e,n/e
05.08.2023 05:00 - 05.08.2023 06:00,05.08.2023 05:00,85,n/e,n/e,n/e,n/e,n/e,51,n/e,n/e
05.08.2023 06:00 - 05.08.2023 07:00,05.08.2023 06:00,139,n/e,n/e,n/e,n/e,n/e,49,n/e,n/e
05.08.2023 07:00 - 05.08.2023 08:00,05.08.2023 07:00,189,n/e,n/e,n/e,n/e,n/e,49,n/e,n/e
05.08.2023 08:00 - 05.08.2023 09:00,05.08.2023 08:00,220,n/e,n/e,n/e,n/e,n/e,48,n/e,n/e
05.08.2023 09:00 - 05.08.2023 10:00,05.08.2023 09:00,245,n/e,n/e,n/e,n/e,n/e,44,n/e,n/e
05.08.2023 10:00 - 05.08.2023 11:00,05.08.2023 10:00,251,n/e,n/e,n/e,n/e,n/e,41,n/e,n/e
05.08.2023 11:00 - 05.08.2023 12:00,05.08.2023 11:00,243,n/e,n/e,n/e,n/e,n/e,35,n/e,n/e
05.08.2023 12:00 - 05.08.2023 13:00,05.08.2023 12:00,220,n/e,n/e,n/e,n/e,n/e,27,n/e,n/e
05.08.2023 13:00 - 05.08.2023 14:00,05.08.2023 13:00,181,n/e,n/e,n/e,n/e,n/e,19,n/e,n/e
05.08.2023 14:00 - 05.08.2023 15:00,05.08.2023 14:00,125,n/e,n/e,n/e,n/e,n/e,12,n/e,n/e
05.08.2023 15:00 - 05.08.2023 16:00,05.08.2023 15:00,68,n/e,n/e,n/e,n/e,n/e,9,n/e,n/e
05.08.2023 16:00 - 05.08.2023 17:00,05.08.2023 16:00,28,n/e,n/e,n/e,n/e,n/e,6,n/e,n/e
05.08.2023 17:00 - 05.08.2023 18:00,05.08.2023 17:00,7,n/e,n/e,n/e,n/e,n/e,6,n/e,n/e
05.08.2023 18:00 - 05.08.2023 19:00,05.08.2023 18:00,1,n/e,n/e,n/e,n/e,n/e,7,n/e,n/e
05.08.2023 19:00 - 05.08.2023 20:00,05.08.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,9,n/e,n/e
05.08.2023 20:00 - 05.08.2023 21:00,05.08.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,11,n/e,n/e
05.08.2023 21:00 - 05.08.2023 22:00,05.08.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,18,n/e,n/e
05.08.2023 22:00 - 05.08.2023 23:00,05.08.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,19,n/e,n/e
05.08.2023 23:00 - 06.08.2023 00:00,05.08.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,17,n/e,n/e
06.08.2023 00:00 - 06.08.2023 01:00,06.08.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,21,n/e,n/e
06.08.2023 01:00 - 06.08.2023 02:00,06.08.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,28,n/e,n/e
06.08.2023 02:00 - 06.08.2023 03:00,06.08.2023 02:00,1,n/e,n/e,n/e,n/e,n/e,40,n/e,n/e
06.08.2023 03:00 - 06.08.2023 04:00,06.08.2023 03:00,5,n/e,n/e,n/e,n/e,n/e,47,n/e,n/e
06.08.2023 04:00 - 06.08.2023 05:00,06.08.2023 04:00,19,n/e,n/e,n/e,n/e,n/e,50,n/e,n/e
06.08.2023 05:00 - 06.08.2023 06:00,06.08.2023 05:00,43,n/e,n/e,n/e,n/e,n/e,54,n/e,n/e
06.08.2023 06:00 - 06.08.2023 07:00,06.08.2023 06:00,78,n/e,n/e,n/e,n/e,n/e,55,n/e,n/e
06.08.2023 07:00 - 06.08.2023 08:00,06.08.2023 07:00,110,n/e,n/e,n/e,n/e,n/e,65,n/e,n/e
06.08.2023 08:00 - 06.08.2023 09:00,06.08.2023 08:00,132,n/e,n/e,n/e,n/e,n/e,76,n/e,n/e
06.08.2023 09:00 - 06.08.2023 10:00,06.08.2023 09:00,145,n/e,n/e,n/e,n/e,n/e,84,n/e,n/e
06.08.2023 10:00 - 06.08.2023 11:00,06.08.2023 10:00,153,n/e,n/e,n/e,n/e,n/e,90,n/e,n/e
06.08.2023 11:00 - 06.08.2023 12:00,06.08.2023 11:00,165,n/e,n/e,n/e,n/e,n/e,92,n/e,n/e
06.08.2023 12:00 - 06.08.2023 13:00,06.08.2023 12:00,172,n/e,n/e,n/e,n/e,n/e,93,n/e,n/e
06.08.2023 13:00 - 06.08.2023 14:00,06.08.2023 13:00,158,n/e,n/e,n/e,n/e,n/e,95,n/e,n/e
06.08.2023 14:00 - 06.08.2023 15:00,06.08.2023 14:00,128,n/e,n/e,n/e,n/e,n/e,95,n/e,n/e
06.08.2023 15:00 - 06.08.2023 16:00,06.08.2023 15:00,82,n/e,n/e,n/e,n/e,n/e,97,n/e,n/e
06.08.2023 16:00 - 06.08.2023 17:00,06.08.2023 16:00,34,n/e,n/e,n/e,n/e,n/e,104,n/e,n/e
06.08.2023 17:00 - 06.08.2023 18:00,06.08.2023 17:00,9,n/e,n/e,n/e,n/e,n/e,118,n/e,n/e
06.08.2023 18:00 - 06.08.2023 19:00,06.08.2023 18:00,0,n/e,n/e,n/e,n/e,n/e,114,n/e,n/e
06.08.2023 19:00 - 06.08.2023 20:00,06.08.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,120,n/e,n/e
06.08.2023 20:00 - 06.08.2023 21:00,06.08.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,114,n/e,n/e
06.08.2023 21:00 - 06.08.2023 22:00,06.08.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,114,n/e,n/e
06.08.2023 22:00 - 06.08.2023 23:00,06.08.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,117,n/e,n/e
06.08.2023 23:00 - 07.08.2023 00:00,06.08.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,120,n/e,n/e
07.08.2023 00:00 - 07.08.2023 01:00,07.08.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,131,n/e,n/e
07.08.2023 01:00 - 07.08.2023 02:00,07.08.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,135,n/e,n/e
07.08.2023 02:00 - 07.08.2023 03:00,07.08.2023 02:00,1,n/e,n/e,n/e,n/e,n/e,138,n/e,n/e
07.08.2023 03:00 - 07.08.2023 04:00,07.08.2023 03:00,12,n/e,n/e,n/e,n/e,n/e,129,n/e,n/e
07.08.2023 04:00 - 07.08.2023 05:00,07.08.2023 04:00,40,n/e,n/e,n/e,n/e,n/e,135,n/e,n/e
07.08.2023 05:00 - 07.08.2023 06:00,07.08.2023 05:00,99,n/e,n/e,n/e,n/e,n/e,121,n/e,n/e
07.08.2023 06:00 - 07.08.2023 07:00,07.08.2023 06:00,164,n/e,n/e,n/e,n/e,n/e,119,n/e,n/e
07.08.2023 07:00 - 07.08.2023 08:00,07.08.2023 07:00,222,n/e,n/e,n/e,n/e,n/e,121,n/e,n/e
07.08.2023 08:00 - 07.08.2023 09:00,07.08.2023 08:00,253,n/e,n/e,n/e,n/e,n/e,125,n/e,n/e
07.08.2023 09:00 - 07.08.2023 10:00,07.08.2023 09:00,268,n/e,n/e,n/e,n/e,n/e,131,n/e,n/e
07.08.2023 10:00 - 07.08.2023 11:00,07.08.2023 10:00,269,n/e,n/e,n/e,n/e,n/e,91,n/e,n/e
07.08.2023 11:00 - 07.08.2023 12:00,07.08.2023 11:00,257,n/e,n/e,n/e,n/e,n/e,96,n/e,n/e
07.08.2023 12:00 - 07.08.2023 13:00,07.08.2023 12:00,226,n/e,n/e,n/e,n/e,n/e,134,n/e,n/e
07.08.2023 13:00 - 07.08.2023 14:00,07.08.2023 13:00,185,n/e,n/e,n/e,n/e,n/e,148,n/e,n/e
07.08.2023 14:00 - 07.08.2023 15:00,07.08.2023 14:00,127,n/e,n/e,n/e,n/e,n/e,151,n/e,n/e
07.08.2023 15:00 - 07.08.2023 16:00,07.08.2023 15:00,75,n/e,n/e,n/e,n/e,n/e,150,n/e,n/e
07.08.2023 16:00 - 07.08.2023 17:00,07.08.2023 16:00,28,n/e,n/e,n/e,n/e,n/e,146,n/e,n/e
07.08.2023 17:00 - 07.08.2023 18:00,07.08.2023 17:00,7,n/e,n/e,n/e,n/e,n/e,135,n/e,n/e
07.08.2023 18:00 - 07.08.2023 19:00,07.08.2023 18:00,0,n/e,n/e,n/e,n/e,n/e,130,n/e,n/e
07.08.2023 19:00 - 07.08.2023 20:00,07.08.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,129,n/e,n/e
07.08.2023 20:00 - 07.08.2023 21:00,07.08.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,134,n/e,n/e
07.08.2023 21:00 - 07.08.2023 22:00,07.08.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,137,n/e,n/e
07.08.2023 22:00 - 07.08.2023 23:00,07.08.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,83,n/e,n/e
07.08.2023 23:00 - 08.08.2023 00:00,07.08.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,85,n/e,n/e
08.08.2023 00:00 - 08.08.2023 01:00,08.08.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,91,n/e,n/e
08.08.2023 01:00 - 08.08.2023 02:00,08.08.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,104,n/e,n/e
08.08.2023 02:00 - 08.08.2023 03:00,08.08.2023 02:00,1,n/e,n/e,n/e,n/e,n/e,108,n/e,n/e
08.08.2023 03:00 - 08.08.2023 04:00,08.08.2023 03:00,4,n/e,n/e,n/e,n/e,n/e,104,n/e,n/e
08.08.2023 04:00 - 08.08.2023 05:00,08.08.2023 04:00,14,n/e,n/e,n/e,n/e,n/e,160,n/e,n/e
08.08.2023 05:00 - 08.08.2023 06:00,08.08.2023 05:00,35,n/e,n/e,n/e,n/e,n/e,163,n/e,n/e
08.08.2023 06:00 - 08.08.2023 07:00,08.08.2023 06:00,69,n/e,n/e,n/e,n/e,n/e,173,n/e,n/e
08.08.2023 07:00 - 08.08.2023 08:00,08.08.2023 07:00,113,n/e,n/e,n/e,n/e,n/e,184,n/e,n/e
08.08.2023 08:00 - 08.08.2023 09:00,08.08.2023 08:00,141,n/e,n/e,n/e,n/e,n/e,123,n/e,n/e
08.08.2023 09:00 - 08.08.2023 10:00,08.08.2023 09:00,156,n/e,n/e,n/e,n/e,n/e,126,n/e,n/e
08.08.2023 10:00 - 08.08.2023 11:00,08.08.2023 10:00,160,n/e,n/e,n/e,n/e,n/e,127,n/e,n/e
08.08.2023 11:00 - 08.08.2023 12:00,08.08.2023 11:00,156,n/e,n/e,n/e,n/e,n/e,127,n/e,n/e
08.08.2023 12:00 - 08.08.2023 13:00,08.08.2023 12:00,140,n/e,n/e,n/e,n/e,n/e,127,n/e,n/e
08.08.2023 13:00 - 08.08.2023 14:00,08.08.2023 13:00,120,n/e,n/e,n/e,n/e,n/e,126,n/e,n/e
08.08.2023 14:00 - 08.08.2023 15:00,08.08.2023 14:00,89,n/e,n/e,n/e,n/e,n/e,124,n/e,n/e
08.08.2023 15:00 - 08.08.2023 16:00,08.08.2023 15:00,51,n/e,n/e,n/e,n/e,n/e,181,n/e,n/e
08.08.2023 16:00 - 08.08.2023 17:00,08.08.2023 16:00,22,n/e,n/e,n/e,n/e,n/e,180,n/e,n/e
08.08.2023 17:00 - 08.08.2023 18:00,08.08.2023 17:00,6,n/e,n/e,n/e,n/e,n/e,159,n/e,n/e
08.08.2023 18:00 - 08.08.2023 19:00,08.08.2023 18:00,0,n/e,n/e,n/e,n/e,n/e,149,n/e,n/e
08.08.2023 19:00 - 08.08.2023 20:00,08.08.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,151,n/e,n/e
08.08.2023 20:00 - 08.08.2023 21:00,08.08.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,136,n/e,n/e
08.08.2023 21:00 - 08.08.2023 22:00,08.08.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,130,n/e,n/e
08.08.2023 22:00 - 08.08.2023 23:00,08.08.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,96,n/e,n/e
08.08.2023 23:00 - 09.08.2023 00:00,08.08.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,88,n/e,n/e
09.08.2023 00:00 - 09.08.2023 01:00,09.08.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,82,n/e,n/e
09.08.2023 01:00 - 09.08.2023 02:00,09.08.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,77,n/e,n/e
09.08.2023 02:00 - 09.08.2023 03:00,09.08.2023 02:00,1,n/e,n/e,n/e,n/e,n/e,71,n/e,n/e
09.08.2023 03:00 - 09.08.2023 04:00,09.08.2023 03:00,13,n/e,n/e,n/e,n/e,n/e,66,n/e,n/e
09.08.2023 04:00 - 09.08.2023 05:00,09.08.2023 04:00,44,n/e,n/e,n/e,n/e,n/e,55,n/e,n/e
09.08.2023 05:00 - 09.08.2023 06:00,09.08.2023 05:00,106,n/e,n/e,n/e,n/e,n/e,50,n/e,n/e
09.08.2023 06:00 - 09.08.2023 07:00,09.08.2023 06:00,176,n/e,n/e,n/e,n/e,n/e,50,n/e,n/e
09.08.2023 07:00 - 09.08.2023 08:00,09.08.2023 07:00,231,n/e,n/e,n/e,n/e,n/e,59,n/e,n/e
09.08.2023 08:00 - 09.08.2023 09:00,09.08.2023 08:00,255,n/e,n/e,n/e,n/e,n/e,65,n/e,n/e
09.08.2023 09:00 - 09.08.2023 10:00,09.08.2023 09:00,258,n/e,n/e,n/e,n/e,n/e,64,n/e,n/e
09.08.2023 10:00 - 09.08.2023 11:00,09.08.2023 10:00,258,n/e,n/e,n/e,n/e,n/e,64,n/e,n/e
09.08.2023 11:00 - 09.08.2023 12:00,09.08.2023 11:00,248,n/e,n/e,n/e,n/e,n/e,53,n/e,n/e
09.08.2023 12:00 - 09.08.2023 13:00,09.08.2023 12:00,223,n/e,n/e,n/e,n/e,n/e,49,n/e,n/e
09.08.2023 13:00 - 09.08.2023 14:00,09.08.2023 13:00,187,n/e,n/e,n/e,n/e,n/e,45,n/e,n/e
09.08.2023 14:00 - 09.08.2023 15:00,09.08.2023 14:00,134,n/e,n/e,n/e,n/e,n/e,40,n/e,n/e
09.08.2023 15:00 - 09.08.2023 16:00,09.08.2023 15:00,76,n/e,n/e,n/e,n/e,n/e,35,n/e,n/e
09.08.2023 16:00 - 09.08.2023 17:00,09.08.2023 16:00,29,n/e,n/e,n/e,n/e,n/e,28,n/e,n/e
09.08.2023 17:00 - 09.08.2023 18:00,09.08.2023 17:00,7,n/e,n/e,n/e,n/e,n/e,27,n/e,n/e
09.08.2023 18:00 - 09.08.2023 19:00,09.08.2023 18:00,0,n/e,n/e,n/e,n/e,n/e,29,n/e,n/e
09.08.2023 19:00 - 09.08.2023 20:00,09.08.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,34,n/e,n/e
09.08.2023 20:00 - 09.08.2023 21:00,09.08.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,42,n/e,n/e
09.08.2023 21:00 - 09.08.2023 22:00,09.08.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,44,n/e,n/e
09.08.2023 22:00 - 09.08.2023 23:00,09.08.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,50,n/e,n/e
09.08.2023 23:00 - 10.08.2023 00:00,09.08.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,47,n/e,n/e
10.08.2023 00:00 - 10.08.2023 01:00,10.08.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,47,n/e,n/e
10.08.2023 01:00 - 10.08.2023 02:00,10.08.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,46,n/e,n/e
10.08.2023 02:00 - 10.08.2023 03:00,10.08.2023 02:00,1,n/e,n/e,n/e,n/e,n/e,48,n/e,n/e
10.08.2023 03:00 - 10.08.2023 04:00,10.08.2023 03:00,11,n/e,n/e,n/e,n/e,n/e,48,n/e,n/e
10.08.2023 04:00 - 10.08.2023 05:00,10.08.2023 04:00,34,n/e,n/e,n/e,n/e,n/e,42,n/e,n/e
10.08.2023 05:00 - 10.08.2023 06:00,10.08.2023 05:00,84,n/e,n/e,n/e,n/e,n/e,42,n/e,n/e
10.08.2023 06:00 - 10.08.2023 07:00,10.08.2023 06:00,135,n/e,n/e,n/e,n/e,n/e,48,n/e,n/e
10.08.2023 07:00 - 10.08.2023 08:00,10.08.2023 07:00,165,n/e,n/e,n/e,n/e,n/e,58,n/e,n/e
10.08.2023 08:00 - 10.08.2023 09:00,10.08.2023 08:00,179,n/e,n/e,n/e,n/e,n/e,66,n/e,n/e
10.08.2023 09:00 - 10.08.2023 10:00,10.08.2023 09:00,171,n/e,n/e,n/e,n/e,n/e,70,n/e,n/e
10.08.2023 10:00 - 10.08.2023 11:00,10.08.2023 10:00,169,n/e,n/e,n/e,n/e,n/e,71,n/e,n/e
10.08.2023 11:00 - 10.08.2023 12:00,10.08.2023 11:00,164,n/e,n/e,n/e,n/e,n/e,69,n/e,n/e
10.08.2023 12:00 - 10.08.2023 13:00,10.08.2023 12:00,157,n/e,n/e,n/e,n/e,n/e,66,n/e,n/e
10.08.2023 13:00 - 10.08.2023 14:00,10.08.2023 13:00,135,n/e,n/e,n/e,n/e,n/e,67,n/e,n/e
10.08.2023 14:00 - 10.08.2023 15:00,10.08.2023 14:00,106,n/e,n/e,n/e,n/e,n/e,59,n/e,n/e
10.08.2023 15:00 - 10.08.2023 16:00,10.08.2023 15:00,63,n/e,n/e,n/e,n/e,n/e,53,n/e,n/e
10.08.2023 16:00 - 10.08.2023 17:00,10.08.2023 16:00,26,n/e,n/e,n/e,n/e,n/e,43,n/e,n/e
10.08.2023 17:00 - 10.08.2023 18:00,10.08.2023 17:00,7,n/e,n/e,n/e,n/e,n/e,38,n/e,n/e
10.08.2023 18:00 - 10.08.2023 19:00,10.08.2023 18:00,0,n/e,n/e,n/e,n/e,n/e,40,n/e,n/e
10.08.2023 19:00 - 10.08.2023 20:00,10.08.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,43,n/e,n/e
10.08.2023 20:00 - 10.08.2023 21:00,10.08.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,48,n/e,n/e
10.08.2023 21:00 - 10.08.2023 22:00,10.08.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,52,n/e,n/e
10.08.2023 22:00 - 10.08.2023 23:00,10.08.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,58,n/e,n/e
10.08.2023 23:00 - 11.08.2023 00:00,10.08.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,55,n/e,n/e
11.08.2023 00:00 - 11.08.2023 01:00,11.08.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,52,n/e,n/e
11.08.2023 01:00 - 11.08.2023 02:00,11.08.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,50,n/e,n/e
11.08.2023 02:00 - 11.08.2023 03:00,11.08.2023 02:00,1,n/e,n/e,n/e,n/e,n/e,45,n/e,n/e
11.08.2023 03:00 - 11.08.2023 04:00,11.08.2023 03:00,10,n/e,n/e,n/e,n/e,n/e,39,n/e,n/e
11.08.2023 04:00 - 11.08.2023 05:00,11.08.2023 04:00,32,n/e,n/e,n/e,n/e,n/e,34,n/e,n/e
11.08.2023 05:00 - 11.08.2023 06:00,11.08.2023 05:00,80,n/e,n/e,n/e,n/e,n/e,26,n/e,n/e
11.08.2023 06:00 - 11.08.2023 07:00,11.08.2023 06:00,139,n/e,n/e,n/e,n/e,n/e,22,n/e,n/e
11.08.2023 07:00 - 11.08.2023 08:00,11.08.2023 07:00,188,n/e,n/e,n/e,n/e,n/e,27,n/e,n/e
11.08.2023 08:00 - 11.08.2023 09:00,11.08.2023 08:00,216,n/e,n/e,n/e,n/e,n/e,23,n/e,n/e
11.08.2023 09:00 - 11.08.2023 10:00,11.08.2023 09:00,222,n/e,n/e,n/e,n/e,n/e,22,n/e,n/e
11.08.2023 10:00 - 11.08.2023 11:00,11.08.2023 10:00,221,n/e,n/e,n/e,n/e,n/e,24,n/e,n/e
11.08.2023 11:00 - 11.08.2023 12:00,11.08.2023 11:00,201,n/e,n/e,n/e,n/e,n/e,17,n/e,n/e
11.08.2023 12:00 - 11.08.2023 13:00,11.08.2023 12:00,175,n/e,n/e,n/e,n/e,n/e,14,n/e,n/e
11.08.2023 13:00 - 11.08.2023 14:00,11.08.2023 13:00,139,n/e,n/e,n/e,n/e,n/e,11,n/e,n/e
11.08.2023 14:00 - 11.08.2023 15:00,11.08.2023 14:00,103,n/e,n/e,n/e,n/e,n/e,10,n/e,n/e
11.08.2023 15:00 - 11.08.2023 16:00,11.08.2023 15:00,55,n/e,n/e,n/e,n/e,n/e,16,n/e,n/e
11.08.2023 16:00 - 11.08.2023 17:00,11.08.2023 16:00,20,n/e,n/e,n/e,n/e,n/e,4,n/e,n/e
11.08.2023 17:00 - 11.08.2023 18:00,11.08.2023 17:00,5,n/e,n/e,n/e,n/e,n/e,3,n/e,n/e
11.08.2023 18:00 - 11.08.2023 19:00,11.08.2023 18:00,0,n/e,n/e,n/e,n/e,n/e,3,n/e,n/e
11.08.2023 19:00 - 11.08.2023 20:00,11.08.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,4,n/e,n/e
11.08.2023 20:00 - 11.08.2023 21:00,11.08.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,4,n/e,n/e
11.08.2023 21:00 - 11.08.2023 22:00,11.08.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,5,n/e,n/e
11.08.2023 22:00 - 11.08.2023 23:00,11.08.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,6,n/e,n/e
11.08.2023 23:00 - 12.08.2023 00:00,11.08.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,7,n/e,n/e
12.08.2023 00:00 - 12.08.2023 01:00,12.08.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,7,n/e,n/e
12.08.2023 01:00 - 12.08.2023 02:00,12.08.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,6,n/e,n/e
12.08.2023 02:00 - 12.08.2023 03:00,12.08.2023 02:00,1,n/e,n/e,n/e,n/e,n/e,6,n/e,n/e
